Linux 3.0.101-0.15-default (axle) 	11/18/2014 	_x86_64_

06:25:35 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:26:35 PM     all     22.97      0.00      8.11      0.37      0.00     68.55
06:27:35 PM     all     12.87      0.00      6.32      0.00      0.00     80.81
06:28:35 PM     all      7.60      0.00      6.10      0.00      0.00     86.29
06:29:35 PM     all      7.95      0.00      5.51      0.00      0.00     86.54
06:30:35 PM     all      6.48      0.00      2.35      0.01      0.00     91.17
06:31:35 PM     all      4.91      0.00      2.01      0.00      0.00     93.08
06:32:35 PM     all      6.11      0.00      0.23      0.00      0.00     93.66
06:33:35 PM     all      6.08      0.00      0.26      0.00      0.00     93.66
06:34:35 PM     all      4.60      0.00      1.22      0.00      0.00     94.17
06:35:35 PM     all     14.15      0.00      2.42      0.00      0.00     83.42
06:36:35 PM     all     20.80      0.00      1.12      0.00      0.00     78.08
