# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
axle;60;1416332956;-54147.03;4.20;37218.24
axle;60;1416333016;-15263.62;0.45;2025.40
axle;60;1416333076;11019.76;0.42;-4248.37
axle;60;1416333136;-15863.54;0.50;-3976.52
axle;60;1416333196;26413.08;0.42;-3829.52
axle;60;1416333256;-7214.57;0.40;-153.68
axle;60;1416333316;7672.13;0.50;2651.64
axle;60;1416333376;-6347.96;0.53;-2385.78
axle;60;1416333436;7467.98;0.55;1285.62
axle;60;1416333496;-14900.67;0.50;76.43
axle;60;1416333556;6595.56;0.50;-546.67
axle;60;1416333616;-15287.51;0.57;3929.29
axle;60;1416333676;37853.52;0.42;-4084.05
axle;60;1416333736;3781.36;0.32;16.29
axle;60;1416333796;9.46;0.23;6.27
axle;60;1416333856;-678.12;0.17;7.36
axle;60;1416333916;656.58;0.20;8.22
axle;60;1416333976;-4.57;0.23;8.10
axle;60;1416334036;-1207.25;0.17;5.97
