Linux 3.0.101-0.15-default (axle) 	11/18/2014 	_x86_64_

06:48:16 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:49:16 PM     all     75.22      0.00     19.21      0.10      0.00      5.47
06:50:16 PM     all     74.10      0.00     19.83      0.00      0.00      6.07
06:51:16 PM     all     74.88      0.00     21.66      0.00      0.00      3.46
06:52:16 PM     all     78.19      0.00     20.72      0.00      0.00      1.09
06:53:16 PM     all     78.18      0.00     20.24      0.00      0.00      1.58
06:54:16 PM     all     75.41      0.00     22.09      0.00      0.00      2.50
06:55:16 PM     all     73.35      0.00     23.99      0.00      0.00      2.66
06:56:16 PM     all     73.14      0.00     22.70      0.00      0.00      4.17
06:57:16 PM     all     75.75      0.00     21.37      0.00      0.00      2.87
06:58:16 PM     all     76.96      0.00     20.89      0.00      0.00      2.15
06:59:16 PM     all     77.28      0.00     20.02      0.00      0.00      2.69
07:00:16 PM     all     74.19      0.00     23.30      0.00      0.00      2.51
07:01:16 PM     all     43.87      0.00     13.95      0.00      0.00     42.17
07:02:16 PM     all      9.67      0.00      3.55      0.00      0.00     86.78
07:03:16 PM     all      5.29      0.00      1.10      0.00      0.00     93.61
07:04:16 PM     all      5.62      0.00      1.53      0.00      0.00     92.85
07:05:16 PM     all      5.36      0.00      1.55      0.00      0.00     93.10
07:06:16 PM     all      5.52      0.00      1.32      0.00      0.00     93.15
07:07:16 PM     all      5.62      0.00      1.27      0.00      0.00     93.11
